utc_time,x_error,y_error,z_error,clock_error,t_min,sin_daily,cos_daily,sin_halfd,cos_halfd,upload_segment,time_since_upload_min
2025-09-03 10:10:00,-2.414123408,-1.709124576,-0.042287993,0.152698809,609.0,0.4656145203251116,-0.8849876374630418,-0.8241261886220159,0.5664062369248325,4,140.0
2025-09-03 10:25:00,-1.139717549,-0.784878902,-0.788910913,0.152698809,624.0,0.40673664307580043,-0.9135454576426008,-0.7431448254773946,0.6691306063588578,4,155.0
2025-09-03 10:40:00,-0.989945177,-0.879231654,0.064290363,-0.049076535,639.0,0.3461170570774933,-0.938191335922484,-0.6494480483301842,0.7604059656000305,4,170.0
2025-09-03 10:55:00,-0.033485472,0.087050788,0.058601988,0.078534921,654.0,0.2840153447039226,-0.958819734868193,-0.544639035015027,0.838670567945424,4,185.0
2025-09-03 11:10:00,6.714422453,5.886779267,10.81891421,-1.103716873,669.0,0.22069743502150113,-0.9753423205085127,-0.43051109680829525,0.9025852843498606,4,200.0
2025-09-03 11:25:00,-2.092337634,-1.452630259,-0.883779709,0.230126956,684.0,0.15643446504023098,-0.9876883405951377,-0.3090169943749477,0.9510565162951535,4,215.0
2025-09-03 11:40:00,0.597511485,0.454625659,0.574959028,-0.017989736,699.0,0.09150161866340258,-0.9958049275746617,-0.18223552549214783,0.9832549075639545,4,230.0
2025-09-03 11:56:00,0.258106098,0.527340513,0.959097091,0.26941233,715.0,0.021814885034560774,-0.9997620270799091,-0.043619387365335306,0.9990482215818578,4,246.0
2025-09-03 12:10:00,-1.156102259,-1.003954992,-0.574481407,-0.033794614,729.0,-0.03925981575906826,-0.9992290362407229,0.07845909572784425,0.9969173337331281,4,260.0
2025-09-03 12:25:00,0.97350508,0.731687136,-0.465981476,0.105807101,744.0,-0.10452846326765305,-0.9945218953682734,0.2079116908177585,0.9781476007338058,4,275.0
2025-09-03 12:40:00,-1.174213734,-0.842248604,0.419547307,0.105807101,759.0,-0.16934950384902456,-0.9855560590580777,0.33380685923377085,0.9426414910921784,4,290.0
2025-09-03 12:55:00,0.458125912,0.310934536,-0.154250738,0.151609723,774.0,-0.23344536385590572,-0.9723699203976766,0.45399049973954736,0.8910065241883676,4,305.0
2025-09-03 13:10:00,-5.621142864,-5.192379687,-0.562139402,0.5088074,789.0,-0.29654157497557115,-0.9550199444571865,0.5664062369248333,0.8241261886220154,4,320.0
2025-09-03 13:25:00,-0.018692568,-0.143080782,-0.010322493,0.074720332,804.0,-0.35836794954530043,-0.9335804264972016,0.6691306063588585,0.743144825477394,4,335.0
2025-09-03 13:40:00,0.356143791,0.122856393,0.435671116,-0.173946749,819.0,-0.41865973753742813,-0.9081431738250813,0.760405965600031,0.6494480483301835,4,350.0
2025-09-03 14:00:00,-1.545576122,-1.451378983,-1.057287716,0.19088907,839.0,-0.4962165036752078,-0.8681988144891425,0.8616291604415253,0.507538362960705,4,370.0
2025-09-03 16:00:00,-2.977734089,-2.661322154,-1.432459529,3.340671961,959.0,-0.8638355052043956,-0.5037739770455264,0.8703556959398999,-0.4924235601034668,5,0.0
2025-09-03 18:00:00,-1.244536225,-1.172715083,-4.453501031,3.437755761,1079.0,-0.9999904807207345,-0.004363309284746483,0.00872653549837376,-0.9999619230641713,6,0.0
2025-09-03 20:00:00,1.97375378,1.644614056,-1.794176658,0.184397754,1199.0,-0.8681988144891425,0.49621650367520775,-0.8616291604415253,-0.5075383629607051,7,0.0
2025-09-03 22:00:00,1.833995398,1.929840274,2.350237415,-1.249661387,1319.0,-0.5037739770455265,0.8638355052043956,-0.8703556959398999,0.49242356010346666,8,0.0
2025-09-04 00:00:00,2.64533034,2.943842776,3.965113758,-2.400472567,1439.0,-0.004363309284747432,0.9999904807207345,-0.008726535498375657,0.9999619230641713,9,0.0
2025-09-04 02:00:00,-0.722049899,-0.053910244,2.828218274,-0.441571956,1559.0,0.4962165036752085,0.8681988144891422,0.861629160441526,0.5075383629607036,10,0.0
2025-09-04 04:00:00,-0.856261648,1.092148282,0.171570717,3.154291919,1679.0,0.8638355052043956,0.5037739770455265,0.8703556959399,-0.4924235601034666,11,0.0
2025-09-04 06:00:00,0.287703101,0.527688224,-2.334320748,2.697229117,1799.0,0.9999904807207345,0.004363309284747494,0.00872653549837578,-0.9999619230641713,12,0.0
2025-09-04 08:00:00,0.008221291,-0.042935118,0.009639807,-4.704758673,1919.0,0.8681988144891422,-0.4962165036752084,-0.861629160441526,-0.5075383629607038,13,0.0
2025-09-04 10:00:00,10.02647229,8.540781338,1.275702608,-4.704758673,2039.0,0.5037739770455266,-0.8638355052043956,-0.8703556959399,0.4924235601034665,14,0.0
2025-09-04 12:00:00,-0.832425859,-0.529566556,3.136938728,1.589151733,2159.0,0.004363309284745778,-0.9999904807207345,-0.008726535498372351,0.9999619230641713,15,0.0
2025-09-04 14:00:00,-4.049717102,-3.776607096,0.273805877,2.53258253,2279.0,-0.49621650367520836,-0.8681988144891422,0.8616291604415259,0.5075383629607039,16,0.0
2025-09-04 16:00:00,-3.317581486,-2.779847827,-2.080443762,3.437755761,2399.0,-0.8638355052043954,-0.5037739770455266,0.8703556959399001,-0.4924235601034664,17,0.0
2025-09-04 18:00:00,0.543888971,0.494111735,-4.937305795,3.60687852,2519.0,-0.9999904807207345,-0.004363309284747616,0.008726535498376025,-0.9999619230641713,18,0.0
2025-09-04 20:00:00,3.936180905,3.607647866,-1.9515022,-0.171105016,2639.0,-0.8681988144891422,0.4962165036752083,-0.8616291604415259,-0.507538362960704,19,0.0
2025-09-04 22:00:00,1.099103592,1.129962713,2.910649365,-2.828014326,2759.0,-0.5037739770455267,0.8638355052043954,-0.8703556959399001,0.4924235601034663,20,0.0
2025-09-05 00:00:00,0.379871171,0.624769423,2.785508084,-1.427520728,2879.0,-0.004363309284747677,0.9999904807207345,-0.008726535498376148,0.9999619230641713,21,0.0
2025-09-05 02:00:00,3.726228692,3.891447306,2.653838237,-0.061024344,2999.0,0.4962165036752067,0.8681988144891432,0.861629160441524,0.5075383629607071,22,0.0
2025-09-05 04:00:00,0.088359974,-0.056281067,-0.062324861,1.12356823,3119.0,0.8638355052043946,0.5037739770455283,0.8703556959399019,-0.49242356010346305,23,0.0
2025-09-05 06:00:00,-4.694847863,-4.042989593,0.436600814,1.465858277,3239.0,0.9999904807207345,0.004363309284745962,0.008726535498372717,-0.9999619230641713,24,0.0
2025-09-05 08:00:00,-0.190358367,-0.105879877,0.009774428,-4.325375905,3359.0,0.8681988144891423,-0.4962165036752082,-0.8616291604415257,-0.5075383629607042,25,0.0
2025-09-05 10:00:00,0.060726993,-0.048400804,-0.007805559,-2.650154986,3479.0,0.5037739770455268,-0.8638355052043954,-0.8703556959399003,0.49242356010346605,26,0.0
2025-09-05 12:00:00,0.921389066,1.016061652,3.545793064,1.305687891,3599.0,0.0043633092847478,-0.9999904807207345,-0.008726535498376393,0.9999619230641713,27,0.0
2025-09-05 14:00:00,-2.239841014,-1.996976636,1.552120149,2.248902837,3719.0,-0.4962165036752066,-0.8681988144891432,0.8616291604415238,0.5075383629607073,28,0.0
2025-09-05 16:00:00,-0.57610292,-0.402849182,-1.351126709,3.539315793,3839.0,-0.8638355052043962,-0.5037739770455253,0.8703556959398986,-0.49242356010346905,29,0.0
2025-09-05 18:00:00,3.445733432,3.099001653,-4.695303034,2.764791874,3959.0,-0.9999904807207345,-0.0043633092847460845,0.008726535498372963,-0.9999619230641713,30,0.0
2025-09-05 20:00:00,3.034154851,2.862683993,-2.96770321,-3.944828262,4079.0,-0.8681988144891424,0.4962165036752081,-0.8616291604415256,-0.5075383629607044,31,0.0
2025-09-05 22:00:00,-0.984422423,-0.855737045,0.250258381,3.314462305,4199.0,-0.503773977045527,0.8638355052043953,-0.8703556959399004,0.49242356010346583,32,0.0
2025-09-06 00:00:00,-0.789052434,0.115149252,8.13076666,0.979490283,4319.0,-0.004363309284747922,0.9999904807207345,-0.008726535498376637,0.9999619230641713,33,0.0
2025-09-06 02:00:00,-1.538584944,-0.455759063,4.866609334,-0.699990956,4439.0,0.4962165036752096,0.8681988144891415,0.8616291604415274,0.5075383629607014,34,0.0
2025-09-06 04:00:00,4.840288095,4.753468998,-1.527394264,0.556424695,4559.0,0.8638355052043962,0.5037739770455254,0.8703556959398987,-0.4924235601034688,35,0.0
2025-09-06 06:00:00,0.826502983,0.811282951,-0.75307072,0.522427481,4679.0,0.9999904807207345,0.004363309284746207,0.008726535498373208,-0.9999619230641713,36,0.0
2025-09-06 08:00:00,-0.142223269,-0.167870373,0.006232766,-3.179040926,4799.0,0.8681988144891424,-0.496216503675208,-0.8616291604415255,-0.5075383629607046,37,0.0
2025-09-06 10:00:00,0.052855279,-0.113580305,0.019438772,-3.428939225,4919.0,0.5037739770455271,-0.8638355052043952,-0.8703556959399006,0.4924235601034656,38,0.0
2025-09-06 12:00:00,-4.939801153,-9.184874712000001,-4.85693767,-4.634100439,5039.0,0.004363309284748045,-0.9999904807207345,-0.008726535498376882,0.9999619230641713,39,0.0
2025-09-06 14:00:00,3.912175391,9.903937968000001,12.69978229,5.242677,5159.0,-0.4962165036752064,-0.8681988144891433,0.8616291604415236,0.5075383629607078,40,0.0
2025-09-06 16:00:00,2.890248884,2.821442712,-0.050691614,2.379983881,5279.0,-0.8638355052043943,-0.5037739770455286,0.8703556959399024,-0.49242356010346244,41,0.0
2025-09-06 18:00:00,1.23002591,1.303032275,-4.181735093,3.458540252,5399.0,-0.9999904807207345,-0.004363309284749883,0.008726535498380558,-0.9999619230641712,42,0.0
2025-09-06 20:00:00,1.496998135,1.386959512,-5.309914549,-0.179841568,5519.0,-0.8681988144891443,0.4962165036752048,-0.8616291604415217,-0.507538362960711,43,0.0
2025-09-07 02:00:00,-4.786348879,-3.872190963,2.386659707,1.04705307,5879.0,0.49621650367520936,0.8681988144891416,0.8616291604415272,0.5075383629607019,44,0.0
2025-09-07 04:00:00,0.251952078,0.130748905,-0.092281784,0.903190974,5999.0,0.8638355052043961,0.5037739770455256,0.8703556959398989,-0.4924235601034684,45,0.0
2025-09-07 06:00:00,8.244541313,5.546242166,-7.73528154,-0.357700909,6119.0,0.9999904807207345,0.004363309284746452,0.008726535498373697,-0.9999619230641713,46,0.0
2025-09-07 08:00:00,0.045626942,0.065158226,0.030005701,-3.217298521,6239.0,0.8681988144891425,-0.49621650367520775,-0.8616291604415253,-0.507538362960705,47,0.0
2025-09-07 10:00:00,-0.250018228,0.031814422,0.038685842,-3.9195676,6359.0,0.5037739770455273,-0.8638355052043951,-0.8703556959399008,0.4924235601034652,48,0.0
2025-09-07 12:00:00,-1.81204012,-9.184874712000001,13.405228699,-2.844322616,6479.0,0.004363309284748289,-0.9999904807207345,-0.008726535498377373,0.9999619230641713,49,0.0
2025-09-07 12:04:00,10.676497637,9.903937968000001,2.527495245,3.538031991,6483.0,-0.013089595571345187,-0.999914327574007,0.026176948307874648,0.9996573249755573,49,4.0
2025-09-07 12:24:00,-0.145956833,-2.594967455,1.253152081,-0.155402697,6503.0,-0.10018806161207516,-0.9949685182509118,0.19936793441719497,0.97992470462083,49,24.0
2025-09-07 12:40:00,1.363465618,2.323123861,1.107356786,0.307032086,6519.0,-0.16934950384902273,-0.9855560590580781,0.3338068592337673,0.9426414910921797,49,40.0
2025-09-07 12:55:00,0.857263539,1.897151243,-0.01672128,0.224684554,6534.0,-0.23344536385590564,-0.9723699203976766,0.4539904997395472,0.8910065241883677,49,55.0
2025-09-07 13:10:00,-10.030552181000001,-9.184874712000001,-12.560725699999999,-4.704758673,6549.0,-0.2965415749755698,-0.955019944457187,0.5664062369248308,0.824126188622017,49,70.0
2025-09-07 13:25:00,9.674374748,9.903937968000001,13.405228699,5.242677,6564.0,-0.35836794954530116,-0.9335804264972014,0.6691306063588597,0.7431448254773929,49,85.0
2025-09-07 13:40:00,-6.579879984,-9.184874712000001,-2.434633743,-4.704758673,6579.0,-0.4186597375374277,-0.9081431738250815,0.7604059656000304,0.6494480483301843,49,100.0
2025-09-07 13:55:00,-1.114182502,-1.413112145,-1.062462122,0.033833018,6594.0,-0.4771587602596068,-0.8788171126619663,0.838670567945422,0.5446390350150302,49,115.0
2025-09-07 14:10:00,1.362598028,0.942209739,1.512143134,0.090002193,6609.0,-0.5336145159156087,-0.845727821703975,0.9025852843498577,0.430511096808301,49,130.0
2025-09-07 14:25:00,-1.919041883,-2.462292776,-3.205857717,-0.018540095,6624.0,-0.5877852522924694,-0.8090169943749502,0.9510565162951506,0.30901699437495633,49,145.0
2025-09-07 14:40:00,-0.635793198,-1.233301993,-1.868156075,-0.127055042,6639.0,-0.6394390019805856,-0.7688418320734589,0.983254907563955,0.18223552549214544,49,160.0
2025-09-07 14:55:00,2.268557727,1.846242428,2.276962528,0.291211469,6654.0,-0.6883545756937537,-0.7253743710122879,0.9986295347545738,0.05233595624294461,49,175.0
2025-09-07 15:10:00,8.319573868,3.501874901,-3.963580414,-3.75670034,6669.0,-0.7343225094356843,-0.6788007455329431,0.9969173337331283,-0.07845909572784135,49,190.0
2025-09-07 15:25:00,-0.332173094,-0.074219514,0.192359897,0.012546734,6684.0,-0.7771459614569711,-0.6293203910498372,0.9781476007338055,-0.20791169081776,49,205.0
2025-09-07 15:40:00,-4.059220158,0.270759042,-5.001121145,3.471503458,6699.0,-0.8166415551616782,-0.5771451900372345,0.9426414910921791,-0.3338068592337689,49,220.0
2025-09-07 15:56:00,-1.714277264,-1.773267176,-0.613497867,0.143984082,6715.0,-0.8549118706729475,-0.51877325816052,0.8870108331782202,-0.46174861323503696,49,236.0
2025-09-07 16:11:00,-1.848180473,-2.061956622,0.791023776,-0.018540095,6730.0,-0.8870108331782218,-0.4617486132350337,0.8191520442889915,-0.5735764363510466,49,251.0
2025-09-07 16:25:00,1.603761815,0.668448102,-1.47237481,-0.127055012,6744.0,-0.9135454576426016,-0.40673664307579854,0.7431448254773918,-0.6691306063588609,49,265.0
2025-09-07 16:40:00,-1.812750213,-1.338555548,-0.661121912,0.431351911,6759.0,-0.9381913359224843,-0.3461170570774926,0.649448048330183,-0.7604059656000315,49,280.0
2025-09-07 16:56:00,5.103116676,3.86282862,3.330169299,-0.245370444,6775.0,-0.9600498543859286,-0.2798290140309924,0.5372996083468244,-0.8433914458128853,49,296.0
2025-09-07 17:10:00,0.064913109,0.508408476,5.917634327,0.431351911,6789.0,-0.9753423205085122,-0.22069743502150344,0.4305110968082995,-0.9025852843498585,49,310.0
2025-09-07 17:25:00,1.543083701,1.349762857,2.449537576,-0.189201269,6804.0,-0.9876883405951377,-0.15643446504023115,0.30901699437494795,-0.9510565162951534,49,325.0
2025-09-07 17:40:00,7.777087234,2.059477836,3.169604971,-4.020621941,6819.0,-0.9958049275746615,-0.09150161866340406,0.18223552549215075,-0.983254907563954,49,340.0
2025-09-07 18:00:00,6.479322217,9.903937968000001,13.405228699,5.242677,6839.0,-0.9999904807207345,-0.004363309284750127,0.008726535498381047,-0.9999619230641712,49,360.0
2025-09-07 18:04:00,-6.852648601,-9.184874712000001,-12.560725699999999,-4.704758673,6843.0,-0.999914327574007,0.01308959557134335,-0.026176948307870974,-0.9996573249755574,49,364.0
2025-09-07 18:25:00,-6.829490438,-0.425544251,-8.867805865,4.475467778,6864.0,-0.9945218953682732,0.10452846326765466,-0.20791169081776167,-0.9781476007338051,49,385.0
2025-09-07 18:41:00,2.212336145,1.079727076,0.303178969,0.16743034,6880.0,-0.9848077530122086,0.17364817766692725,-0.34202014332566283,-0.9396926207859105,49,401.0
2025-09-07 18:56:00,3.239193134,-3.17451052,1.190130993,-4.492324029,6895.0,-0.9713420698132617,0.23768589232617213,-0.46174861323503213,-0.8870108331782226,49,416.0
2025-09-07 19:10:00,-0.203418702,5.098094951,7.11172822,4.41765619,6909.0,-0.9550199444571875,0.29654157497556805,-0.5664062369248278,-0.8241261886220191,49,430.0
2025-09-07 19:26:00,-0.680813964,-0.423895035,1.554887583,0.260663396,6925.0,-0.9320078692827986,0.3624380382837014,-0.6755902076156599,-0.7372773368101244,49,446.0
2025-09-07 19:41:00,0.281656019,-0.380279429,-4.302852963,-0.189201299,6940.0,-0.9063077870366492,0.42261826174070116,-0.7660444431189805,-0.6427876096865365,49,461.0
2025-09-07 19:56:00,-0.028985579,-0.02741506,1.084786593,0.232310165,6955.0,-0.8767267557075075,0.4809887689193881,-0.8433914458128862,-0.537299608346823,49,476.0
2025-09-07 20:11:00,2.893371224,3.082494229,2.490783837,0.121061651,6970.0,-0.8433914458128862,0.537299608346823,-0.9063077870366492,-0.42261826174070116,49,491.0
2025-09-07 20:26:00,4.112459779,4.379452273,2.951507001,0.090002193,6985.0,-0.806444604267484,0.5913096483635805,-0.9537169507482255,-0.3007057995042776,49,506.0
2025-09-07 20:41:00,3.416559547,4.322093938,-4.24724894,0.338118885,7000.0,-0.7660444431189805,0.6427876096865365,-0.9848077530122068,-0.17364817766693774,49,521.0
2025-09-07 20:56:00,-10.030552181000001,-9.184874712000001,-7.882722559,-4.704758673,7015.0,-0.7223639620597567,0.6915130557822682,-0.9990482215818576,-0.04361938736533922,49,536.0
2025-09-07 21:11:00,10.676497637,9.903937968000001,13.405228699,4.898084637,7030.0,-0.6755902076156599,0.7372773368101244,-0.9961946980917454,0.08715574274765923,49,551.0
2025-09-07 21:26:00,-10.030552181000001,-9.184874712000001,-7.614632118,-4.70337609,7045.0,-0.6259234721840597,0.7798844830928813,-0.9762960071199337,0.21643961393810116,49,566.0
2025-09-07 21:40:00,10.676497637,9.903937968000001,13.405228699,4.649940633,7059.0,-0.577145190037236,0.8166415551616772,-0.9426414910921803,0.33380685923376546,49,580.0
2025-09-07 21:56:00,-10.030552181000001,-9.184874712000001,-12.560725699999999,-4.704758673,7075.0,-0.5187732581605216,0.8549118706729465,-0.8870108331782218,0.4617486132350337,49,596.0
2025-09-07 22:11:00,10.676497637,9.903937968000001,13.405228699,5.242677,7090.0,-0.4617486132350353,0.8870108331782209,-0.8191520442889936,0.5735764363510436,49,611.0
2025-09-07 22:26:00,-0.966826789,-0.249896981,2.249278422,0.16743034,7105.0,-0.40274668985873996,0.915311479119446,-0.737277336810128,0.6755902076156559,49,626.0
2025-09-07 22:40:00,-1.139239497,-0.698137205,5.056696179,0.105256742,7119.0,-0.3461170570774943,0.9381913359224836,-0.6494480483301859,0.760405965600029,49,640.0
2025-09-07 22:56:00,1.625054408,1.096855775,0.083290008,0.026181505,7135.0,-0.2798290140309942,0.960049854385928,-0.5372996083468276,0.8433914458128833,49,656.0
2025-09-07 23:11:00,-1.557840765,-0.925473008,0.643293705,0.49297515,7150.0,-0.21643961393810296,0.9762960071199334,-0.4226182617406996,0.9063077870366499,49,671.0
2025-09-07 23:26:00,0.15866176,-0.00730525,0.215510804,0.012023686,7165.0,-0.15212338618991816,0.9883615104677604,-0.30070579950427595,0.953716950748226,49,686.0
2025-09-07 23:41:00,2.508722112,2.415410932,0.520668252,0.043083144,7180.0,-0.08715574274765753,0.9961946980917455,-0.17364817766692905,0.9848077530122082,49,701.0
