utc_time,x_error,y_error,z_error,clock_error
2025-09-04 19:21:00,-0.119074706,0.014814829,0.011466771,-0.058707128
2025-09-04 20:35:00,-0.561356336,0.534204077,-0.435082704,0.007855192
2025-09-04 20:41:00,-0.187609674,0.112088744,-0.189741187,-0.02123451
2025-09-04 20:51:00,-0.113190185,0.030456159,-0.111615494,-0.056134909
2025-09-04 21:59:00,-0.482253073,0.1169241,-0.548191147,-0.077181149
2025-09-04 22:01:00,-0.137998149,0.037673879,-0.184002347,0.038778844
2025-09-04 22:11:00,-0.191218025,0.019640166,-0.242282348,0.036224642
2025-09-04 22:21:00,-0.117626876,0.033380453,-0.159829679,0.016220181
2025-09-04 23:30:00,-0.510722465,-0.229274567,-0.723215692,0.079870827
2025-09-04 23:31:00,-0.12898493,-0.07481128,-0.131789273,-0.00378428
2025-09-04 23:41:00,-0.149323838,-0.086206459,-0.172971306,0.013665949
2025-09-04 23:51:00,-0.244710792,-0.122379158,-0.167883614,0.013665919
2025-09-05 23:46:00,0.173257452,0.935233889,-0.247954343,-0.142840284
2025-09-05 23:51:00,0.014136072,0.098720933,-0.009266581,0.001324183
2025-09-06 00:59:00,0.140982337,0.865999331,-0.577171501,0.025395359
2025-09-06 01:01:00,0.013908878,0.134659275,-0.067289431,0.003878415
2025-09-06 01:11:00,0.019546565,0.06171583,-0.067408971,0.021328644
2025-09-06 01:21:00,0.059832983,0.056043431,-0.039315034,0.018774413
2025-09-06 01:31:00,0.011891365,0.078088701,-0.076481938,0.036224612
2025-09-06 01:41:00,0.035921536,0.085725619,-0.102250531,0.018774413
2025-09-06 02:46:00,-0.167498451,0.613771463,-0.845665596,0.184572143
2025-09-06 02:51:00,-0.0344739,0.048375752,-0.103029653,-0.008910731
2025-09-06 03:01:00,0.019743845,0.017248999,-0.057545797,-0.008910731
2025-09-06 03:11:00,-0.111109197,0.096914606,-0.133015411,-0.008910731
2025-09-06 03:21:00,0.000614561,-0.004636142,-0.066873027,-0.008910731
2025-09-06 03:31:00,0.02598948,0.046965871,-0.054773212,0.008539498
2025-09-06 03:41:00,-0.088868253,0.112274762,-0.12737477,0.025989728
2025-09-06 03:51:00,-0.059354763,0.051837355,-0.106131578,0.005985237
2025-09-06 04:01:00,-0.160149522,0.103794303,-0.162567098,0.020881264
2025-09-06 10:05:00,-0.563402384,-0.149780419,0.92689308,-0.062804481
2025-09-06 10:11:00,-0.090801383,0.010562062,0.111598736,0.028543929
2025-09-06 10:21:00,-0.074041625,0.012991324,0.054791288,0.008539498
2025-09-06 10:31:00,-0.092052122,-0.030021388,0.092020241,-0.008910731
2025-09-06 10:41:00,-0.171241526,-0.113054205,0.219488008,-0.028915192
2025-09-06 10:51:00,-0.082829826,-0.063609958,0.077884307,-0.026360931
2025-09-06 11:01:00,-0.099391954,-0.102043435,0.168740699,-0.026360931
2025-09-06 12:14:00,-0.893211817,-0.735773809,0.412232958,-0.027045267
2025-09-06 12:21:00,-0.064752941,-0.057521988,0.034512933,0.01109373
2025-09-06 12:31:00,-0.238354216,-0.13660996,0.017611094,0.028543959
2025-09-06 12:41:00,-0.119778709,-0.178298321,0.089388903,-0.006356499
2025-09-06 12:51:00,-0.161650727,-0.141935518,-0.016236544,-0.006356499
2025-09-06 13:01:00,-0.163398676,-0.146068916,0.014648575,-0.006356499
2025-09-06 14:13:00,-0.942280035,-0.997850567,-0.456633855,-0.079395895
2025-09-07 13:41:00,-0.036200721,0.092313632,0.133444638,-0.026360961
2025-09-07 13:51:00,-0.08211185,0.074631248,0.103968316,-0.026360931
2025-09-07 14:01:00,-0.067845948,0.076898634,0.1039284,-0.006356499
2025-09-07 14:11:00,-0.041462287,0.051013362,0.137734718,0.01109373
2025-09-07 14:21:00,-0.087296899,0.042560622,0.165440805,-0.006356499
2025-09-07 14:31:00,-0.130934495,0.093202226,0.225417065,-0.006356499
2025-09-07 14:41:00,-0.153532878,0.063890276,0.161266778,-0.00378428
2025-09-07 14:51:00,-0.137262445,0.093835443,0.132474352,-0.00635647
2025-09-07 15:01:00,-0.144461568,0.122471364,0.143217292,-0.006356499
2025-09-07 15:11:00,-0.148846943,0.04637997,0.151511321,0.01109373
2025-09-07 15:21:00,-0.230035815,0.106927201,0.18373343,0.0110937
2025-09-07 15:31:00,-0.190977547,0.07539133,0.118275603,0.008539498
2025-09-07 15:41:00,-0.182637148,0.058358487,0.136019353,0.025989698
2025-09-07 15:51:00,-0.165731173,0.044489335,0.132015623,0.008539498
2025-09-07 16:11:00,-0.408012046,0.096461339,0.186527543,0.011970533
2025-09-07 17:21:00,-1.012718422,0.259928782,0.030715656,-0.010453853
2025-09-07 17:31:00,-0.1636406,0.072720733,0.025637303,0.025989728
2025-09-07 17:41:00,-0.208675927,0.07556681,-0.029935218,-0.011464963
2025-09-07 17:51:00,-0.178968459,0.083170965,-0.018625636,-0.011464963
2025-09-07 18:58:00,-0.828410534,0.13012493,-0.44777637,-0.121140406
2025-09-07 19:01:00,-0.244238015,0.052564673,-0.148898173,0.008539498
2025-09-07 19:11:00,-0.107488316,0.011982635,-0.112896048,0.01109373
2025-09-07 20:05:00,-0.565240756,6.22e-05,-0.544015393,-0.014332268
2025-09-07 20:11:00,-0.206648063,-0.001829769,-0.239932971,0.048566378
2025-09-07 20:21:00,-0.142795103,-0.015222982,-0.220833858,0.048566378
2025-09-07 20:31:00,-0.08177105,-0.037739679,-0.098174774,0.01109373
2025-09-07 20:41:00,-0.154241551,-0.017986298,-0.243364867,0.01109373
2025-09-07 20:51:00,-0.130916173,-0.060018655,-0.228665477,0.028543929
2025-09-07 21:01:00,-0.163236763,-0.083755936,-0.245010105,-0.00635647
2025-09-07 21:11:00,-0.052220766,-0.044118311,-0.118435729,0.025989698
2025-09-07 21:21:00,-0.114157105,-0.082726426,-0.212642066,0.008539498
2025-09-07 21:31:00,-0.02066721,-0.049403172,-0.150673048,0.025989698
2025-09-07 21:41:00,-0.186244344,-0.136665341,-0.182066269,0.005985266
2025-09-07 21:51:00,-0.123883415,-0.14812921,-0.164790332,-0.011464963
2025-09-08 22:27:00,-0.147834286,0.930684999,-0.276914693,-0.02483046
2025-09-08 22:31:00,0.029121075,0.032545315,0.016111329,0.016220181
2025-09-08 22:41:00,-0.038042733,0.146215316,-0.056968082,-0.018680278
2025-09-08 22:51:00,0.008932024,0.185868256,-0.108087491,-0.018680248
2025-09-08 23:01:00,0.00496231,0.068845915,-0.106956288,-0.033576246
2025-09-08 23:11:00,-0.066798825,0.168448284,-0.095453959,0.001324183
2025-09-09 00:19:00,-0.232342325,0.699369419,-0.638417648,0.127971837
2025-09-09 00:21:00,-0.061376698,0.082879949,-0.108932456,0.018774383
2025-09-09 00:31:00,0.015138865,0.052008424,-0.094498529,0.03367041
2025-09-09 00:45:00,-0.014519066,0.060737919,-0.099629695,0.016220181
2025-09-09 00:51:00,-0.068383817,0.096658062,-0.136220684,0.016220151
2025-09-09 01:01:00,-0.058625311,0.055791996,-0.119239857,0.03367041
2025-09-09 01:11:00,-0.026879527,0.069938775,-0.113350419,-0.001230048
2025-09-09 02:19:00,-0.636121493,0.165005375,-0.688271763,0.081995666
2025-09-09 02:21:00,-0.029576071,0.037743051,-0.031551957,0.028543929
2025-09-09 02:31:00,-0.043833781,0.007338881,-0.075683584,-0.006356499
2025-09-09 07:17:00,-0.671957055,-0.13543136,0.788631305,-0.066664939
2025-09-09 07:21:00,-0.027793797,-0.017494865,0.011779573,-0.011464963
2025-09-09 07:31:00,-0.067524446,0.046657521,0.056111248,-0.008910701
2025-09-09 07:41:00,-0.059895258,0.019597091,0.016548015,-0.008910731
2025-09-09 07:51:00,-0.068491114,-0.006634057,0.082892074,-0.026360961
2025-09-09 08:01:00,-0.091693243,-0.016479865,0.089440134,-0.008910701
2025-09-09 08:11:00,-0.015437551,0.032966163,0.03892089,-0.008910731
2025-09-09 08:21:00,-0.121701119,-0.068245493,0.170589936,-0.008910731
2025-09-09 08:31:00,-0.074666684,-0.062196385,0.129781642,-0.008910731
2025-09-09 08:41:00,-0.068207474,-0.079686783,0.123875941,-0.026360931
2025-09-09 08:51:00,-0.070588578,-0.105716322,0.164463204,-0.008910731
2025-09-09 09:01:00,-0.139956217,-0.108001102,0.167015402,0.008539498
2025-09-09 09:11:00,-0.071906816,-0.140865732,0.130012425,0.008539468
2025-09-09 09:21:00,-0.067492781,-0.169500746,0.15982517,0.008539498
2025-09-09 09:31:00,-0.116816433,-0.176545456,0.131650861,-0.008910731
2025-09-09 09:41:00,-0.037415668,-0.181619123,0.156894337,-0.008910701
2025-09-09 09:51:00,-0.08473658,-0.156930279,0.099962475,0.025989698
2025-09-09 10:46:00,-0.299352111,-0.69893685,0.331300315,0.042697461
2025-09-09 10:51:00,-0.023785245,-0.110486342,0.043384634,-0.026360961
2025-09-09 11:01:00,-0.055009611,-0.078044552,-0.001801237,-0.023806699
2025-09-09 11:11:00,-0.065203913,-0.069992254,0.010225292,-0.006356499
2025-09-09 11:21:00,-0.092393743,-0.083031278,-0.013661429,-0.006356499
2025-09-09 11:31:00,-0.038481459,-0.027932729,0.020779736,-0.006356499
2025-09-09 11:41:00,-0.004810769,-0.092135196,0.05240944,-0.02123448
