utc_time,x_error,y_error,z_error,clock_error
2025-09-05 14:00:00,-2.239841014,-1.996976636,1.552120149,2.248902837
2025-09-05 16:00:00,-0.57610292,-0.402849182,-1.351126709,3.539315793
2025-09-05 18:00:00,3.445733432,3.099001653,-4.695303034,2.764791874
2025-09-05 20:00:00,3.034154851,2.862683993,-2.96770321,-3.944828262
2025-09-05 22:00:00,-0.984422423,-0.855737045,0.250258381,3.314462305
2025-09-06 00:00:00,-0.789052434,0.115149252,8.13076666,0.979490283
2025-09-06 02:00:00,-1.538584944,-0.455759063,4.866609334,-0.699990956
2025-09-06 04:00:00,4.840288095,4.753468998,-1.527394264,0.556424695
2025-09-06 06:00:00,0.826502983,0.811282951,-0.75307072,0.522427481
2025-09-06 08:00:00,-0.142223269,-0.167870373,0.006232766,-3.179040926
2025-09-06 10:00:00,0.052855279,-0.113580305,0.019438772,-3.428939225
2025-09-06 12:00:00,-4.939801153,-14.94428306,-4.85693767,-4.634100439
2025-09-06 14:00:00,3.912175391,15.24969823,12.69978229,7.477469745
2025-09-06 16:00:00,2.890248884,2.821442712,-0.050691614,2.379983881
2025-09-06 18:00:00,1.23002591,1.303032275,-4.181735093,3.458540252
2025-09-06 20:00:00,1.496998135,1.386959512,-5.309914549,-0.179841568
2025-09-07 02:00:00,-4.786348879,-3.872190963,2.386659707,1.04705307
2025-09-07 04:00:00,0.251952078,0.130748905,-0.092281784,0.903190974
2025-09-07 06:00:00,8.244541313,5.546242166,-7.73528154,-0.357700909
2025-09-07 08:00:00,0.045626942,0.065158226,0.030005701,-3.217298521
2025-09-07 10:00:00,-0.250018228,0.031814422,0.038685842,-3.9195676
2025-09-07 12:00:00,-1.81204012,-10.85988946,13.82902918,-2.844322616
2025-09-07 12:04:00,12.88945268,20.07414323,2.527495245,3.538031991
2025-09-07 12:24:00,-0.145956833,-2.594967455,1.253152081,-0.155402697
2025-09-07 12:40:00,1.363465618,2.323123861,1.107356786,0.307032086
2025-09-07 12:55:00,0.857263539,1.897151243,-0.01672128,0.224684554
2025-09-07 13:10:00,-19.0364432,-26.74226423,-19.99295075,-5.199609475
2025-09-07 13:25:00,9.674374748,23.73303942,15.1812481,9.644543871
2025-09-07 13:40:00,-6.579879984,-15.09450693,-2.434633743,-5.169073005
2025-09-07 13:55:00,-1.114182502,-1.413112145,-1.062462122,0.033833018
2025-09-07 14:10:00,1.362598028,0.942209739,1.512143134,0.090002193
2025-09-07 14:25:00,-1.919041883,-2.462292776,-3.205857717,-0.018540095
2025-09-07 14:40:00,-0.635793198,-1.233301993,-1.868156075,-0.127055042
2025-09-07 14:55:00,2.268557727,1.846242428,2.276962528,0.291211469
2025-09-07 15:10:00,8.319573868,3.501874901,-3.963580414,-3.75670034
2025-09-07 15:25:00,-0.332173094,-0.074219514,0.192359897,0.012546734
2025-09-07 15:40:00,-4.059220158,0.270759042,-5.001121145,3.471503458
2025-09-07 15:56:00,-1.714277264,-1.773267176,-0.613497867,0.143984082
2025-09-07 16:11:00,-1.848180473,-2.061956622,0.791023776,-0.018540095
2025-09-07 16:25:00,1.603761815,0.668448102,-1.47237481,-0.127055012
2025-09-07 16:40:00,-1.812750213,-1.338555548,-0.661121912,0.431351911
2025-09-07 16:56:00,5.103116676,3.86282862,3.330169299,-0.245370444
2025-09-07 17:10:00,0.064913109,0.508408476,5.917634327,0.431351911
2025-09-07 17:25:00,1.543083701,1.349762857,2.449537576,-0.189201269
2025-09-07 17:40:00,7.777087234,2.059477836,3.169604971,-4.020621941
2025-09-07 18:00:00,6.479322217,40.29511752,39.22767331,23.32334535
2025-09-07 18:04:00,-6.852648601,-41.09577503,-31.55393848,-23.4361867
2025-09-07 18:25:00,-6.829490438,-0.425544251,-8.867805865,4.475467778
2025-09-07 18:41:00,2.212336145,1.079727076,0.303178969,0.16743034
2025-09-07 18:56:00,3.239193134,-3.17451052,1.190130993,-4.492324029
2025-09-07 19:10:00,-0.203418702,5.098094951,7.11172822,4.41765619
2025-09-07 19:26:00,-0.680813964,-0.423895035,1.554887583,0.260663396
2025-09-07 19:41:00,0.281656019,-0.380279429,-4.302852963,-0.189201299
2025-09-07 19:56:00,-0.028985579,-0.02741506,1.084786593,0.232310165
2025-09-07 20:11:00,2.893371224,3.082494229,2.490783837,0.121061651
2025-09-07 20:26:00,4.112459779,4.379452273,2.951507001,0.090002193
2025-09-07 20:41:00,3.416559547,4.322093938,-4.24724894,0.338118885
2025-09-07 20:56:00,-10.49215941,-18.43517153,-7.882722559,-5.219783379
2025-09-07 21:11:00,18.99763895,28.22897941,21.78440173,4.898084637
2025-09-07 21:26:00,-12.71315253,-20.03918649,-7.614632118,-4.70337609
2025-09-07 21:40:00,18.76721505,27.9170473,16.4850615,4.649940633
2025-09-07 21:56:00,-19.78639976,-29.95762919,-18.88499826,-5.837091666
2025-09-07 22:11:00,23.49248818,32.96438118,15.82112148,5.39486838
2025-09-07 22:26:00,-0.966826789,-0.249896981,2.249278422,0.16743034
2025-09-07 22:40:00,-1.139239497,-0.698137205,5.056696179,0.105256742
2025-09-07 22:56:00,1.625054408,1.096855775,0.083290008,0.026181505
2025-09-07 23:11:00,-1.557840765,-0.925473008,0.643293705,0.49297515
2025-09-07 23:26:00,0.15866176,-0.00730525,0.215510804,0.012023686
2025-09-07 23:41:00,2.508722112,2.415410932,0.520668252,0.043083144
